name,constit,party1,pw_name,party2,party_change,by_elec,cl_wikidataid,cl_pageid,cl_wikititle,iraq_inv,iraq_inv_source,iraq_inv_link,party3
Jimmy Hood,Clydesdale,Lab,Jimmy Hood,,0,0,Q689383,434652,Jimmy_Hood,Against Invasion,Full list of anti-war MPs in last night's vote...Jimmy Hood,https://www.theguardian.com/politics/2003/mar/19/uk.houseofcommons3,Labour
James Wray,Glasgow Baillieston,Lab,Mr Jimmy Wray,,0,0,Q6201626,415083,Jimmy_Wray,Pro Invasion,Voted for the Iraq war,https://www.theyworkforyou.com/mp/10654/jimmy_wray/glasgow_baillieston/votes#foreignpolicy,Labour
Joan Humble,Blackpool North and Fleetwood,Lab,Joan Humble,,0,0,Q6205153,434669,Joan_Humble,Against Invasion,Full list of anti-war MPs in last night's vote...Joan Humble,https://www.theguardian.com/politics/2003/mar/19/uk.houseofcommons3,Labour
Joan Ruddock,"Lewisham, Deptford",Lab,Joan Ruddock,,0,0,Q479115,449475,Joan_Ruddock,Against Invasion,I have always acted with integrity and stuck to my principles – voting against the government going to war in Iraq.,https://www.markpack.org.uk/9652/joan-ruddock-and-the-iraq-war-an-unusual-self-description/,Labour
Joan Ryan,Enfield North,Lab,Joan Ryan,,0,0,Q6205412,449469,Joan_Ryan,Pro Invasion,Joan Ryan consistently voted for the Iraq war,https://www.theyworkforyou.com/mp/10523/joan_ryan/enfield_north/divisions?policy=1049,Labour
Joan Walley,Stoke-on-Trent North,Lab,Joan Walley,,0,0,Q263416,434958,Joan_Walley,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Joseph Benton,Bootle,Lab,Joe Benton,,0,0,Q262872,414624,Joe_Benton,Against Invasion,Joe Benton voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10039/joe_benton/bootle/divisions?policy=1049,Labour
John Austin-Walker,Erith and Thamesmead,Lab,John Austin,,0,0,Q338388,414006,John_Austin_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Baron,Billericay,Con,John Baron,,0,0,Q337720,414450,John_Baron_(politician),Against Invasion,John Baron voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10715/john_baron/basildon_and_billericay/divisions?policy=1049,Conservative
John Barrett,Edinburgh West,LDem,John Barrett,,0,0,Q337932,414597,John_Barrett_(Scottish_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
John Battle,Leeds West,Lab,John Battle,,0,0,Q337561,414605,John_Battle_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Bercow,Buckingham,Con,John Bercow,,0,0,Q263147,414632,John_Bercow,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John Burnett,Torridge and West Devon,LDem,Mr John Burnett,,0,0,Q336866,414813,"John_Burnett,_Baron_Burnett",Against Invasion,Mr John Burnett voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10078/john_burnett/torridge_and_west_devon/divisions?policy=1049,Other parties
John Butterfill,Bournemouth West,Con,John Butterfill,,0,0,Q337532,414832,John_Butterfill,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John Cryer,Hornchurch,Lab,John Cryer,,0,0,Q291615,415166,John_Cryer,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Cummings,Easington,Lab,John Cummings,,0,0,Q5614148,419517,John_Cummings_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Denham,"Southampton, Itchen",Lab,John Denham,,0,0,Q300069,413991,John_Denham_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Greenway,Ryedale,Con,John Greenway,,0,0,Q6236218,427338,John_Greenway_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John Grogan,Selby,Lab,John Grogan,,0,0,Q6236465,427345,John_Grogan_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Gummer,Suffolk Coastal,Con,John Gummer,,0,0,Q333635,356907,John_Gummer,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John Henry Hayes,South Holland and The Deepings,Con,John Hayes,,0,0,Q478686,434620,John_Hayes_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John Healey,Wentworth,Lab,John Healey,,0,0,Q615077,434625,John_Healey_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Heppell,Nottingham East,Lab,John Heppell,,0,0,Q6239018,434637,John_Heppell,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Horam,Orpington,Con,John Horam,,0,0,Q6239851,434655,John_Horam,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John Hume,Foyle,SDLP,Mr John Hume,,0,0,Q193630,163628,John_Hume,Against Invasion,Mr John Hume voted to say the case for military action against Iraq is as yet unproven,https://www.theyworkforyou.com/mp/10300/john_hume/foyle/divisions?policy=1049,Other parties
John Hutton,Barrow and Furness,Lab,John Hutton,,0,0,Q332562,19592864,"John_Hutton,_Baron_Hutton_of_Furness",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Lyons,Strathkelvin and Bearsden,Lab,Mr John Lyons,,0,0,Q6245641,428678,John_Lyons_(British_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John MacDougall,Central Fife,Lab,John MacDougall,,0,0,Q333396,434712,John_MacDougall_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Mann,Bassetlaw,Lab,John Mann,,0,0,Q694967,434743,John_Mann_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Maples,Stratford-on-Avon,Con,John Maples,,0,0,Q333007,434906,John_Maples,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John McDonnell,Hayes and Harlington,Lab,John Martin McDonnell,,0,0,Q694695,415133,John_McDonnell,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John McFall,Dumbarton,Lab,John McFall,,0,0,Q334333,434713,"John_McFall,_Baron_McFall_of_Alcluith",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John McWilliam,Blaydon,Lab,Mr John McWilliam,,0,0,Q6248334,434734,John_McWilliam_(Labour_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Prescott,Kingston upon Hull East,Lab,John Prescott,,0,0,Q332393,186797,John_Prescott,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Pugh,Southport,LDem,John Pugh,,0,0,Q272829,433886,John_Pugh,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
John Randall,Uxbridge,Con,John Randall,,0,0,Q257800,449367,"John_Randall,_Baron_Randall_of_Uxbridge",Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John Redwood,Wokingham,Con,John Redwood,,0,0,Q333846,163684,John_Redwood,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John Reid,Hamilton North and Bellshill,Lab,John Reid,,0,0,Q333461,231658,"John_Reid,_Baron_Reid_of_Cardowan",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Robertson,Glasgow Anniesland,Lab,John Robertson,,0,0,Q480150,676650,John_Robertson_(Glasgow_MP),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Smith,Vale of Glamorgan,Lab,John Smith,,0,0,Q6258296,416956,John_Smith_(Welsh_politician),Pro Invasion,John Smith voted against saying the case for military action against Iraq is as yet unproven,https://www.theyworkforyou.com/mp/10550/john_smith/vale_of_glamorgan/divisions?policy=1049,Labour
John Spellar,Warley,Lab,John Spellar,,0,0,Q389677,450461,John_Spellar,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
John Stanley,Tonbridge and Malling,Con,John Stanley,,0,0,Q389109,414498,John_Stanley_(Tonbridge_and_Malling_MP),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John Taylor,Solihull,Con,Mr John Taylor,,0,0,Q12731414,435658,John_Taylor_(Solihull_MP),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John Thurso,"Caithness, Sutherland and Easter Ross",LDem,John Thurso,,0,0,Q272384,274994,John_Thurso,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
John Whittingdale,Maldon and East Chelmsford,Con,John Whittingdale,,0,0,Q264684,429871,John_Whittingdale,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
John Wilkinson,Ruislip - Northwood,Con,Mr John Wilkinson,,0,0,Q6242279,434992,John_Wilkinson_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Jon Cruddas,Dagenham,Lab,Jon Cruddas,,0,0,Q291591,19288600,Jon_Cruddas,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jon Owen Jones,Cardiff Central,Lab,Mr Jon Owen Jones,,0,0,Q6271344,420239,Jon_Owen_Jones,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jon Trickett,Hemsworth,Lab,Jon Trickett,,0,0,Q272234,450288,Jon_Trickett,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jonathan Djanogly,Huntingdon,Con,Jonathan Djanogly,,0,0,Q300142,420191,Jonathan_Djanogly,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Jonathan Rowland Shaw,Chatham and Aylesford,Lab,Jonathan R Shaw,,0,0,Q672124,450366,Jonathan_Shaw_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jonathan Sayeed,Mid Bedfordshire,Con,Mr Jonathan Sayeed,Independent,1,0,Q6274334,450354,Jonathan_Sayeed,Against Invasion,Mr Jonathan Sayeed voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10531/jonathan_sayeed/mid_bedfordshire/divisions?policy=1049,Conservative
Joyce Quin,Gateshead East and Washington West,Lab,Ms Joyce Quin,,0,0,Q137911,414990,Joyce_Quin,Pro Invasion,Ms Joyce Quin voted against saying the case for military action against Iraq is as yet unproven,https://www.theyworkforyou.com/mp/10493/joyce_quin/gateshead_east_and_washington_west/divisions?policy=1049,Labour
Judy Mallaber,Amber Valley,Lab,Judy Mallaber,,0,0,Q6304520,434740,Judy_Mallaber,Pro Invasion,Judy Mallaber voted against requiring the support of the UN Security Council and the support of a vote of MPs in the House of Commons before the commitment of UK forces to military action in Iraq.,https://www.theyworkforyou.com/divisions/pw-2002-11-25-6-commons/mp/10410,Labour
Julia Drown,South Swindon,Lab,Ms Julia Drown,,0,0,Q15525275,420220,Julia_Drown,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Julian Brazier,Canterbury,Con,Julian Brazier,,0,0,Q264827,414689,Julian_Brazier,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Julian Lewis,New Forest East,Con,Julian Lewis,,0,0,Q749612,428630,Julian_Lewis,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Julie Kirkbride,Bromsgrove,Con,Julie Kirkbride,,0,0,Q682694,427662,Julie_Kirkbride,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Julie Morgan,Cardiff North,Lab,Julie Morgan,,0,0,Q6308404,416980,Julie_Morgan,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Kali Mountford,Colne Valley,Lab,Kali Mountford,,0,0,Q338322,435630,Kali_Mountford,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Karen Buck,Regent's Park and Kensington North,Lab,Karen Buck,,0,0,Q266238,414777,Karen_Buck,Against Invasion,Karen Buck voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10075/karen_buck/westminster_north/divisions?policy=1049,Labour
Kate Hoey,Vauxhall,Lab,Kate Hoey,,0,0,Q689166,416913,Kate_Hoey,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Keith Bradley,"Manchester, Withington",Lab,Mr Keith Bradley,,0,0,Q334213,413940,"Keith_Bradley,_Baron_Bradley",Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Keith Hill,Streatham,Lab,Keith Hill,,0,0,Q6384494,434644,Keith_Hill_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Keith Simpson,Mid Norfolk,Con,Keith Simpson,,0,0,Q391652,450390,Keith_Simpson_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Keith Vaz,Leicester East,Lab,Keith Vaz,,0,0,Q267105,354040,Keith_Vaz,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Kelvin Hopkins,Luton North,Lab,Kelvin Hopkins,,0,0,Q689421,415143,Kelvin_Hopkins,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Ken Purchase,Wolverhampton North East,Lab,Ken Purchase,,0,0,Q6388328,433832,Ken_Purchase,Against Invasion,Ken Purchase voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10492/ken_purchase/wolverhampton_north_east/divisions?policy=1049,Labour
Kenneth Clarke,Rushcliffe,Con,Kenneth Clarke,,0,0,Q271889,100456,Kenneth_Clarke,Against Invasion,Lord Clarke of Nottingham voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/peer/10115/lord_clarke_of_nottingham/divisions?policy=1049,Conservative
Kerry Pollard,St Albans,Lab,Mr Kerry Pollard,,0,0,Q6394625,433849,Kerry_Pollard,Against Invasion,Mr Kerry Pollard voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10481/kerry_pollard/st_albans/divisions?policy=6688,Labour
Kevan Jones,North Durham,Lab,Kevan Jones,,0,0,Q750411,427376,Kevan_Jones,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Kevin Barron,Rother Valley,Lab,Kevin Barron,,0,0,Q260631,414602,Kevin_Barron,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Kevin Brennan,Cardiff West,Lab,Kevin Brennan,,0,0,Q264964,2948826,Kevin_Brennan_(politician),Against Invasion,Kevin Brennan voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10753/kevin_brennan/cardiff_west/divisions?policy=1049,Labour
Kevin Hughes,Doncaster North,Lab,Mr Kevin Hughes,,0,0,Q6396532,434666,Kevin_Hughes_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Kevin McNamara,Kingston upon Hull North,Lab,Mr Kevin McNamara,,0,0,Q6396978,434728,Kevin_McNamara_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Khalid Mahmood,"Birmingham, Perry Barr",Lab,Khalid Mahmood,,0,0,Q695028,434736,Khalid_Mahmood_(British_politician),Against Invasion,Khalid Mahmood voted to say the case for military action against Iraq is as yet unproven,https://www.theyworkforyou.com/mp/11087/khalid_mahmood/birmingham%2C_perry_barr/divisions?policy=1049,Labour
Kim Howells,Pontypridd,Lab,Kim Howells,,0,0,Q736160,416983,Kim_Howells,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Laura Moffatt,Crawley,Lab,Laura Moffatt,,0,0,Q6499217,435625,Laura_Moffatt,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Laurence Robertson,Tewkesbury,Con,Laurence Robertson,,0,0,Q480148,449388,Laurence_Robertson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Lawrie Quinn,Scarborough and Whitby,Lab,Mr Lawrie Quinn,,0,0,Q6504858,414992,Lawrie_Quinn,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Lembit Öpik,Montgomeryshire,LDem,Lembit Öpik,,0,0,Q1055918,414475,Lembit_Öpik,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Lewis Moonie,Kirkcaldy,Lab,Dr Lewis Moonie,,0,0,Q74329,435626,Lewis_Moonie,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Liam Byrne,"Birmingham, Hodge Hill",Lab,Liam Byrne,,0,2,Q269697,765249,Liam_Byrne,Pro Invasion,Liam Byrne voted against a further inquiry into the war in Iraq.,https://www.theyworkforyou.com/mp/11360/liam_byrne/birmingham%2C_hodge_hill/divisions?policy=975,Labour
Liam Fox,Woodspring,Con,Liam Fox,,0,0,Q332374,357375,Liam_Fox,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Linda Gilroy,"Plymouth, Sutton",Lab,Linda Gilroy,,0,0,Q6551595,426683,Linda_Gilroy,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Linda Perham,Ilford North,Lab,Ms Linda Perham,,0,0,Q6551892,433784,Linda_Perham,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Lindsay Hoyle,Chorley,Lab,Lindsay Hoyle,,0,0,Q689660,434663,Lindsay_Hoyle,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Liz Blackman,Erewash,Lab,Liz Blackman,,0,0,Q4939430,414663,Liz_Blackman,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Llew Smith,Blaenau Gwent,Lab,Mr Llew Smith,,0,0,Q3403511,415100,Llew_Smith,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Lorna Fitzsimons,Rochdale,Lab,Ms Lorna Fitzsimons,,0,0,Q545964,421614,Lorna_Fitzsimons,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Louise Ellman,"Liverpool, Riverside",Lab,Louise Ellman,,0,0,Q303253,420138,Louise_Ellman,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Lynda Clark,Edinburgh Pentlands,Lab,Dr Lynda Clark,,0,0,Q336111,417518,"Lynda_Clark,_Baroness_Clark_of_Calton",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Lynne Jones,"Birmingham, Selly Oak",Lab,Lynne Jones,,0,0,Q6709370,182516,Lynne_Jones,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Malcolm Bruce,Gordon,LDem,Malcolm Bruce,,0,0,Q266113,414775,Malcolm_Bruce,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Malcolm Moss,North East Cambridgeshire,Con,Malcolm Moss,,0,0,Q6742518,435628,Malcolm_Moss,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Malcolm Savidge,Aberdeen North,Lab,Mr Malcolm Savidge,,0,0,Q6742616,450350,Malcolm_Savidge,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Malcolm Wicks,Croydon North,Lab,Malcolm Wicks,,0,0,Q264761,434974,Malcolm_Wicks,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Margaret Jackson,Derby South,Lab,Margaret Beckett,,0,0,Q232639,224819,Margaret_Beckett,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Margaret Hodge,Barking,Lab,Margaret Hodge,,0,0,Q688913,417484,Margaret_Hodge,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Margaret Moran,Luton South,Lab,Margaret Moran,,0,0,Q6759736,435627,Margaret_Moran,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Maria Eagle,"Liverpool, Garston",Lab,Maria Eagle,,0,0,Q302815,420134,Maria_Eagle,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Marion Roe,Broxbourne,Con,Mrs Marion Roe,,0,0,Q13530031,449421,Marion_Roe,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Mark Field,Cities of London and Westminster,Con,Mark Field,,0,0,Q304450,421594,Mark_Field,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Mark Fisher,Stoke-on-Trent Central,Lab,Mark Fisher,,0,0,Q6767617,421600,Mark_Fisher_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Mark Francois,Rayleigh,Con,Mark Francois,,0,0,Q390869,421641,Mark_Francois,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Mark Hendrick,Preston,Lab,Mark Hendrick,,0,0,Q673628,434634,Mark_Hendrick,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Mark Hoban,Fareham,Con,Mark Hoban,,0,0,Q677068,434649,Mark_Hoban,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Mark Lazarowicz,Edinburgh North and Leith,Lab,Mark Lazarowicz,,0,0,Q750104,416923,Mark_Lazarowicz,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Mark Oaten,Winchester,LDem,Mark Oaten,,0,0,Q334603,415685,Mark_Oaten,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Mark Prisk,Hertford and Stortford,Con,Mark Prisk,,0,0,Q575205,433863,Mark_Prisk,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Mark Simmonds,Boston and Skegness,Con,Mark Simmonds,,0,0,Q392061,450380,Mark_Simmonds,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Mark Tami,Alyn and Deeside,Lab,Mark Tami,,0,0,Q272569,435652,Mark_Tami,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Mark Todd,South Derbyshire,Lab,Mark Todd,,0,0,Q6770012,450278,Mark_Todd_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
